"LLgeneID","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","LLgeneAbbrev","padjbound","pvaluebound","chrom","txStart","chromosomenumber"
"LL0000012458",2309.09338347391,0.976472773058717,0.140797565331577,6.93529586793019,4.05371854929632e-12,3.71378529380533e-09,"icn2",3.71378529380533e-09,1e-10,"chr16",23487046,"16"
"LL0000001576",333.494468412577,1.29820635774006,0.187372106654329,6.9284931515182,4.2534675822924e-12,3.7196574007147e-09,"atp1a1a.2",3.7196574007147e-09,1e-10,"chr1",1789356,"1"
"LL0000019847",220.128651772186,1.30090633458152,0.188567558687613,6.89888729342171,5.24114314301197e-12,4.3841023012351e-09,"myl4",4.3841023012351e-09,1e-10,"chr3",22223239,"3"
"LL0000009697",899.271913791547,1.39706795256213,0.204002780345223,6.84827898030582,7.47436987836092e-12,5.99164175374107e-09,"epcam",5.99164175374107e-09,1e-10,"chr13",8840869,"13"
"LL0000005404",161.34381796543,1.91834664036321,0.28130532169668,6.81944667378771,9.13918296303176e-12,7.03314964103072e-09,"ceacam1",7.03314964103072e-09,1e-10,"chr16",11724299,"16"
"LL0000027349",348.236101720137,0.982249085611902,0.145048175788252,6.77188168878342,1.27118076950574e-11,9.40624877866187e-09,"si:dkey-248g15.3",9.40624877866187e-09,1e-10,"chr17",2549449,"17"
"LL0000029375",520.185703766393,1.38387074635028,0.205132639472218,6.74622405245121,1.51742242882709e-11,1.04690041307059e-08,"srl",1.04690041307059e-08,1e-10,"chr3",12131631,"3"
"LL0000022949",3240.47534844733,1.47402334780873,0.218515268260803,6.74563090964176,1.5236348856997e-11,1.04690041307059e-08,"pvalb4",1.04690041307059e-08,1e-10,"chr3",61176077,"3"
"LL0000030763",212.060650961124,1.22049517848292,0.182367488090124,6.69250419175468,2.19383462233706e-11,1.4554201482463e-08,"tnni1d",1.4554201482463e-08,1e-10,"chr4",26357390,"4"
"LL0000027604",133.659185551439,1.32202161453364,0.198483450808152,6.66061381516116,2.72686300062966e-11,1.7487372423038e-08,"si:dkey-33i11.4",1.7487372423038e-08,1e-10,"chr16",45228097,"16"
"LL0000030775",108.806838438382,1.56116053314579,0.235376784950066,6.63260199376495,3.2982028210871e-11,2.04690722822241e-08,"tnnt2a",2.04690722822241e-08,1e-10,"chr23",5653169,"23"
"LL0000019802",115.397519709461,1.4292753837092,0.216007742803879,6.61677847819971,3.67110974093602e-11,2.20714000955838e-08,"mybpc3",2.20714000955838e-08,1e-10,"chr7",31838262,"7"
"LL0000021449",86.6294941958944,1.29927582357989,0.201860026652416,6.43651863683307,1.22244831992523e-10,7.12687370516408e-08,"pcolcea",7.12687370516408e-08,1.22244831992523e-10,"chr10",22789332,"10"
"LL0000012496",164.025203103349,1.41555523145785,0.220754598961272,6.41234763904597,1.43295610637577e-10,8.10842427369511e-08,"ifitm1",8.10842427369511e-08,1.43295610637577e-10,"chr5",33258288,"5"
"LL0000020538",35.0543934583555,2.27692070830512,0.357775739569444,6.36410034689668,1.96437688875452e-10,1.07978991322138e-07,"nppa",1.07978991322138e-07,1.96437688875452e-10,"chr8",48613032,"8"
"LL0000020813",16.2279246183869,4.75118309886271,0.747810463188271,6.3534589748934,2.10526353867889e-10,1.12508792279564e-07,"odam",1.12508792279564e-07,2.10526353867889e-10,"chr1",43958197,"1"
"LL0000021643",13947.55678269,0.970842980040282,0.153536759894079,6.32319570056084,2.56208479359215e-10,1.33221484713296e-07,"pfn1",1.33221484713296e-07,2.56208479359215e-10,"chr23",44599063,"23"
"LL0000005858",194.374111338655,2.62296349805109,0.418118668891523,6.27325133557141,3.53585437639711e-10,1.79016585125011e-07,"cmlc1",1.79016585125011e-07,3.53585437639711e-10,"chr5",64167615,"5"
"LL0000012314",806.876639598177,0.792740876983373,0.126828729600817,6.25048346284364,4.09184060612309e-10,1.98758526197774e-07,"hrc",1.98758526197774e-07,4.09184060612309e-10,"chr12",4377297,"12"
"LL0000005785",139.1347400521,1.16979465365154,0.187198817091782,6.24894255115938,4.13240867400122e-10,1.98758526197774e-07,"cldnh",1.98758526197774e-07,4.13240867400122e-10,"chr21",25739295,"21"
"LL0000032127",728.781036259455,1.04354048955769,0.167363185411923,6.23518539629415,4.51243352377525e-10,2.11743191619298e-07,"wu:fb18f06",2.11743191619298e-07,4.51243352377525e-10,"chr15",46368349,"15"
"LL0000013922",33.2913884941226,5.49143569447486,0.889659564836352,6.17251352261354,6.72127774241028e-10,3.07882529729123e-07,"LOC100003133",3.07882529729123e-07,6.72127774241028e-10,"chr9",12888055,"9"
"LL0000011818",3408.11550265602,0.862670407013056,0.139993436296676,6.16222038571063,7.17319217286245e-10,3.20941963287676e-07,"gstp1",3.20941963287676e-07,7.17319217286245e-10,"chr14",3507304,"14"
"LL0000007762",122.028751012054,1.30028562499709,0.215338303348683,6.0383387663811,1.55708903575382e-09,6.80837180883358e-07,"ctsl.1",6.80837180883358e-07,1.55708903575382e-09,"chr17",27456808,"17"
"LL0000028740",1042.74934641622,0.730349888814069,0.121109117212815,6.03051120858794,1.63441834034456e-09,6.98768321108643e-07,"slc38a5b",6.98768321108643e-07,1.63441834034456e-09,"chr8",23580849,"8"
"LL0000025794",225.606751400818,1.01761985773461,0.172062293043849,5.91425256360659,3.33385994317087e-09,1.39435068362314e-06,"si:ch211-243g18.2",1.39435068362314e-06,3.33385994317087e-09,"chr10",9550353,"10"
"LL0000006441",16.054008061896,3.9320925911071,0.673026873472469,5.84240057283233,5.14538974290101e-09,2.10621602688665e-06,"CR385050.2",2.10621602688665e-06,5.14538974290101e-09,NA,NA,NA
"LL0000013470",678.037066607742,1.19154995046035,0.204323913620561,5.83167153245266,5.487486043314e-09,2.19945299973579e-06,"krt94",2.19945299973579e-06,5.487486043314e-09,"chr11",11468579,"11"
"LL0000000310",223.552817268812,-1.00341309933022,0.172245708343411,-5.82547518298504,5.69503222183422e-09,2.23605561052793e-06,"adcy1b",2.23605561052793e-06,5.69503222183422e-09,"chr2",136345,"2"
"LL0000031205",101.437512027975,1.09540468023327,0.188153472961864,5.82186798356514,5.81935095071026e-09,2.23916985881429e-06,"trpv6",2.23916985881429e-06,5.81935095071026e-09,"chr16",12294283,"16"
"LL0000029291",319.325058206455,1.06687179482083,0.183704781659528,5.80753415987903,6.33996194521749e-09,2.39165740909881e-06,"spint2",2.39165740909881e-06,6.33996194521749e-09,"chr15",20239168,"15"
"LL0000030758",280.475700288829,1.19684954323685,0.207221585647906,5.77569918449731,7.66341817201042e-09,2.83531735021747e-06,"tnnc1b",2.83531735021747e-06,7.66341817201042e-09,"chr23",20110172,"23"
"LL0000022142",31.2592223963981,2.02091051073881,0.350475274377017,5.76619995328073,8.10788585340477e-09,2.94316256478593e-06,"pln",2.94316256478593e-06,8.10788585340477e-09,"chr20",41910844,"20"
"LL0000001333",326.391177205189,-0.670149241848688,0.117259704660285,-5.71508553420112,1.09648857316529e-08,3.90654512206056e-06,"arid1b",3.90654512206056e-06,1.09648857316529e-08,"chr20",4897995,"20"
"LL0000028324",116.848460551528,1.32091945303469,0.232887407964675,5.67192303172976,1.41203418794782e-08,4.89512850365465e-06,"si:rp71-17i16.4",4.89512850365465e-06,1.41203418794782e-08,"chr23",20408181,"23"
"LL0000000476",223.752745480095,1.16670508815618,0.205754479014478,5.67037516628782,1.42485158378637e-08,4.89512850365465e-06,"agr1",4.89512850365465e-06,1.42485158378637e-08,"chr9",45591228,"9"
"LL0000001111",103.427758619922,1.143683391066,0.202061611713675,5.66007259551418,1.51308974626614e-08,5.01958660248647e-06,"anxa6",5.01958660248647e-06,1.51308974626614e-08,"chr14",49297876,"14"
"LL0000024146",89.8128291632918,1.27421255656547,0.225123772324545,5.66005332714721,1.51325964418221e-08,5.01958660248647e-06,"s100a11",5.01958660248647e-06,1.51325964418221e-08,"chr19",7567763,"19"
"LL0000032162",190.836747752804,1.0416506681468,0.184279184845544,5.65256824323308,1.58068007654043e-08,5.15435660890869e-06,"wu:fj16a03",5.15435660890869e-06,1.58068007654043e-08,"chr13",2908763,"13"
"LL0000024887",99.0904012233649,0.991678097990723,0.176008255059581,5.63427037927868,1.75801022881119e-08,5.63705979868309e-06,"si:ch211-105j21.9",5.63705979868309e-06,1.75801022881119e-08,"chr6",49060733,"6"
"LL0000009905",131.227717986324,1.05732838866823,0.188389653988833,5.61245464536446,1.99476503329884e-08,6.29135811076007e-06,"f11r.1",6.29135811076007e-06,1.99476503329884e-08,"chr5",29831405,"5"
"LL0000039084",134.26404794848,1.35228626222823,0.242185216714429,5.58368624053039,2.35473359987676e-08,7.30689027871436e-06,"zgc:193505",7.30689027871436e-06,2.35473359987676e-08,"chr13",22675784,"13"
"LL0000022953",1118.34742295076,0.912442634986335,0.163505939572501,5.58048617299157,2.3984721980455e-08,7.32447724098371e-06,"pvalb8",7.32447724098371e-06,2.3984721980455e-08,"chr3",61154218,"3"
"LL0000004947",680.201959368809,0.771328787212023,0.138742710700741,5.55941846109471,2.70675014399605e-08,8.13674469067814e-06,"cast",8.13674469067814e-06,2.70675014399605e-08,"chr21",11565882,"21"
"LL0000027069",1918.12503519345,1.17055639904696,0.210818520720704,5.55243626150726,2.81715450490986e-08,8.33834392614783e-06,"si:dkey-205h13.2",8.33834392614783e-06,2.81715450490986e-08,"chr23",26525714,"23"
"LL0000030611",553.221410757229,1.05342205082475,0.190202719381539,5.53841740144436,3.05217135251995e-08,8.89707949259565e-06,"tmem38a",8.89707949259565e-06,3.05217135251995e-08,"chr11",7158722,"11"
"LL0000024275",349.812661962512,1.2291440352581,0.222824295574972,5.51620294405703,3.46402224137624e-08,9.94691401519961e-06,"scel",9.94691401519961e-06,3.46402224137624e-08,"chr9",17306105,"9"
"LL0000013462",2313.6692436413,0.677533450831113,0.122886532716055,5.51348822247787,3.51790588201837e-08,9.95308695061052e-06,"krt18b",9.95308695061052e-06,3.51790588201837e-08,NA,NA,NA
"LL0000029289",180.775533791837,1.16544824325059,0.211898235697121,5.50003750345726,3.79710477001386e-08,1.05873186478691e-05,"spint1a",1.05873186478691e-05,3.79710477001386e-08,"chr17",1999524,"17"
"LL0000030096",511.783000480037,0.934493458151921,0.170346510452181,5.48583857498065,4.11512556934045e-08,1.13101286897916e-05,"tcnbb",1.13101286897916e-05,4.11512556934045e-08,NA,NA,NA
"LL0000021532",735.534715328358,0.520624945718503,0.0951522691982886,5.47149269381656,4.46260744218239e-08,1.20924090957954e-05,"pdia3",1.20924090957954e-05,4.46260744218239e-08,"chr25",30343014,"25"
"LL0000030757",21.6755228043643,2.46044184381347,0.451261918055422,5.45235869761846,4.9706065441456e-08,1.32818749031691e-05,"tnnc1a",1.32818749031691e-05,4.9706065441456e-08,"chr23",4890715,"23"
"LL0000039282",1045.29645342289,0.758937128580801,0.139498184505609,5.44048032790196,5.31371075317399e-08,1.40041755041526e-05,"zgc:92380",1.40041755041526e-05,5.31371075317399e-08,"chr9",48007075,"9"
"LL0000022577",16.6061246260552,2.48479851231722,0.457244101300392,5.43429320411245,5.501405668832e-08,1.43029113057647e-05,"prkag3b",1.43029113057647e-05,5.501405668832e-08,"chr9",14090326,"9"
"LL0000030878",307.682180464292,1.1104743444236,0.204963183088596,5.41792105142897,6.02960283557852e-08,1.53166694117454e-05,"tpm4b",1.53166694117454e-05,6.02960283557852e-08,"chr2",55300424,"2"
"LL0000023028",50.0477717089483,-1.38985752410655,0.256559057103475,-5.41730056150774,6.05055811264955e-08,1.53166694117454e-05,"rab15",1.53166694117454e-05,6.05055811264955e-08,"chr20",28782912,"20"
"LL0000001103",617.973077031396,1.20234005071385,0.222267774654988,5.40942137284709,6.3228702745791e-08,1.57981430146269e-05,"anxa1c",1.57981430146269e-05,6.3228702745791e-08,"chr5",65009763,"5"
"LL0000019849",441.682336429903,2.30496087633006,0.427143102333116,5.39622637879446,6.80570696994881e-08,1.67865379993391e-05,"myl7",1.67865379993391e-05,6.80570696994881e-08,"chr8",40457106,"8"
"LL0000023896",34792.6970298572,0.6653788367224,0.124082464740446,5.36239216487383,8.21269973405949e-08,1.99025826603693e-05,"rpl10a",1.99025826603693e-05,8.21269973405949e-08,"chr8",23738139,"8"
"LL0000018469",70.6052123747222,1.31904968675177,0.246045135444503,5.36100697284174,8.27593228769451e-08,1.99025826603693e-05,"lye",1.99025826603693e-05,8.27593228769451e-08,"chr19",18749602,"19"
"LL0000024483",11657.4664856174,0.618689365118612,0.115512927499288,5.35601839995289,8.50758490195758e-08,2.02070896208348e-05,"serbp1a",2.02070896208348e-05,8.50758490195758e-08,"chr6",34931594,"6"
"LL0000017084",175.834119715492,-0.865005128849431,0.161927977665047,-5.34191275233933,9.19709212830528e-08,2.1578397006886e-05,"LOC110437938",2.1578397006886e-05,9.19709212830528e-08,"chr15",47898733,"15"
"LL0000018460",1867.32107070386,1.00268509289809,0.188391044883788,5.32236069669132,1.02429216953914e-07,2.37425988551367e-05,"lxn",2.37425988551367e-05,1.02429216953914e-07,"chr15",1181422,"15"
"LL0000022315",65.9754915200112,1.72877985080979,0.327178826706983,5.28389892527507,1.26463042523648e-07,2.89645532751485e-05,"ponzr5",2.89645532751485e-05,1.26463042523648e-07,"chr7",22657636,"7"
"LL0000010337",75.182706626618,1.27757082270635,0.241926470208182,5.28082281201795,1.28605017971563e-07,2.91086110677048e-05,"fhl1a",2.91086110677048e-05,1.28605017971563e-07,"chr14",31651515,"14"
"LL0000019801",194.610599017567,1.08414162868699,0.206239076732784,5.25672266314336,1.4664520082082e-07,3.28058955650204e-05,"mybpc2b",3.28058955650204e-05,1.4664520082082e-07,"chr24",38259519,"24"
"LL0000013460",1168.55888507838,0.874366574576875,0.166589720858919,5.24862260449643,1.53240639494224e-07,3.38873179681537e-05,"krt18a.1",3.38873179681537e-05,1.53240639494224e-07,NA,NA,NA
"LL0000005532",2800.28420874443,-0.881687970341321,0.168093631702076,-5.24521935431793,1.56096499530053e-07,3.41265972097578e-05,"cfl1",3.41265972097578e-05,1.56096499530053e-07,"chr14",30795558,"14"
"LL0000039340",46.2815642587679,1.66717905871153,0.318608207103216,5.23269338812552,1.67057723464763e-07,3.61126240644785e-05,"zmp:0000000906",3.61126240644785e-05,1.67057723464763e-07,"chr1",56660610,"1"
"LL0000039269",129.032796603991,1.19676304011473,0.228919069012399,5.22788706627977,1.71458181989779e-07,3.62888713498835e-05,"zgc:91999",3.62888713498835e-05,1.71458181989779e-07,"chr24",38270473,"24"
"LL0000029608",56.5743985035127,1.41896974027996,0.27143366484828,5.22768515494607,1.71645474964364e-07,3.62888713498835e-05,"stx11b.1",3.62888713498835e-05,1.71645474964364e-07,"chr20",26538171,"20"
"LL0000026902",177.942906883002,0.813027119127032,0.155638239683694,5.22382623177544,1.75263261623748e-07,3.66509770693402e-05,"si:dkey-180p18.9",3.66509770693402e-05,1.75263261623748e-07,"chr4",14906609,"4"
"LL0000018461",48.4277362107509,1.67110914744637,0.320319041294859,5.21701470100269,1.81829833499282e-07,3.76153136203515e-05,"ly6m2",3.76153136203515e-05,1.81829833499282e-07,NA,NA,NA
"LL0000005523",296.857958708671,1.05182074293398,0.202285191192975,5.19969225987764,1.99618751618853e-07,4.08560123659054e-05,"cfd",4.08560123659054e-05,1.99618751618853e-07,"chr13",13681678,"13"
"LL0000008846",586.326039354579,1.07398429688305,0.207909892350564,5.16562384185247,2.3963829764882e-07,4.85305390364806e-05,"desma",4.85305390364806e-05,2.3963829764882e-07,"chr9",7515863,"9"
"LL0000008724",455.59421224083,0.678935088750398,0.131758173275898,5.15288783891022,2.5650539438288e-07,5.1405284193044e-05,"dcn",5.1405284193044e-05,2.5650539438288e-07,"chr4",16368761,"4"
"LL0000038531",383.58661123007,1.0899064937286,0.212567311547247,5.12734759542907,2.93852683123009e-07,5.82828017587997e-05,"zgc:111983",5.82828017587997e-05,2.93852683123009e-07,"chr1",45173420,"1"
"LL0000030899",58065.6741712897,0.644399741740018,0.125758461153974,5.12410644840061,2.98952062309863e-07,5.8689170681423e-05,"tpt1",5.8689170681423e-05,2.98952062309863e-07,"chr1",34707931,"1"
"LL0000024005",35346.5683247644,0.675780772270477,0.132251920235999,5.10979932136008,3.2250118045538e-07,6.26727294018289e-05,"rps7",6.26727294018289e-05,3.2250118045538e-07,"chr20",30372351,"20"
"LL0000005768",69.0588258774773,1.50902724701421,0.296153090142919,5.09542968566015,3.4795115039805e-07,6.69423218250808e-05,"cldn23a",6.69423218250808e-05,3.4795115039805e-07,NA,NA,NA
"LL0000009285",271.346364651451,0.971889393479389,0.191145345726928,5.0845569364155,3.68485221823581e-07,7.01909622045928e-05,"dusp27",7.01909622045928e-05,3.68485221823581e-07,"chrUn_KZ116034v1",1179,"chrUn_KZ116034v1"
"LL0000006143",2889.64796090617,-0.560628021144168,0.11044443289312,-5.0761093742652,3.85241590161114e-07,7.2663362285389e-05,"cplx2",7.2663362285389e-05,3.85241590161114e-07,"chr14",25539593,"14"
"LL0000005731",1033.56770710521,0.855956537593411,0.168965442110027,5.06586747505462,4.06544687865993e-07,7.59370218432412e-05,"ckmt2b",7.59370218432412e-05,4.06544687865993e-07,"chr5",51594173,"5"
"LL0000029492",100.278399852989,1.03995588311404,0.2060840343723,5.04627098494834,4.50516317977134e-07,8.33411869380969e-05,"stac3",8.33411869380969e-05,4.50516317977134e-07,"chr9",307902,"9"
"LL0000031854",968.331766403044,0.798401917602508,0.158414150856739,5.03996589499468,4.65614813625678e-07,8.53139371366136e-05,"vim",8.53139371366136e-05,4.65614813625678e-07,"chr24",32176027,"24"
"LL0000013473",14600.7610254859,0.890293159517099,0.176878137571516,5.03337027255351,4.81930986937147e-07,8.74704741290922e-05,"krt97",8.74704741290922e-05,4.81930986937147e-07,"chr22",11756056,"22"
"LL0000001330",588.068075960174,-0.616976801318865,0.122692059467083,-5.02866121897965,4.93916143114522e-07,8.88079689474793e-05,"arhgef9b",8.88079689474793e-05,4.93916143114522e-07,"chr14",9142161,"14"
"LL0000023912",29886.7715427115,0.5987653486948,0.119162675555781,5.02477261359,5.04029364327003e-07,8.97872309285852e-05,"rpl24",8.97872309285852e-05,5.04029364327003e-07,"chr1",6641,"1"
"LL0000006031",1110.66685575611,0.786346497366206,0.15664070173501,5.02006495538095,5.16540097631182e-07,9.11716966818927e-05,"col9a2",9.11716966818927e-05,5.16540097631182e-07,"chr19",38422058,"19"
"LL0000020809",84.8269222998953,0.987862152952007,0.196886578281623,5.01741744700844,5.23706928857915e-07,9.15963418572493e-05,"oclnb",9.15963418572493e-05,5.23706928857915e-07,"chr5",26212577,"5"
"LL0000004873",140.757402666558,0.854952500189661,0.170500382337824,5.01437292085179,5.32067038677384e-07,9.22201599740017e-05,"capgb",9.22201599740017e-05,5.32067038677384e-07,"chr12",22576590,"12"
"LL0000024052",934.011148951001,0.582507489388322,0.116460942585952,5.0017411541935,5.68148401094461e-07,9.73403257412827e-05,"rsl1d1",9.73403257412827e-05,5.68148401094461e-07,"chr12",19384629,"12"
"LL0000001585",1760.89545679008,0.607843942074835,0.12155588502535,5.00053075956026,5.7172705487629e-07,9.73403257412827e-05,"atp1b1b",9.73403257412827e-05,5.7172705487629e-07,"chr1",10720217,"1"
"LL0000031344",1379.4121969504,-0.479632935422353,0.0961572870564209,-4.98800403073898,6.10062962907127e-07,0.000102956152134826,"ttyh3b",0.000102956152134826,6.10062962907127e-07,"chr1",11785644,"1"
"LL0000022711",42.932634140516,1.69845311780963,0.341497520395049,4.97354451020563,6.57396709131226e-07,0.000109979611191093,"prss60.2",0.000109979611191093,6.57396709131226e-07,"chr6",39098451,"6"
"LL0000031399",1183.562559034,1.00380821364577,0.202056681624784,4.96795357408586,6.76631560330172e-07,0.000112221677493036,"txlnbb",0.000112221677493036,6.76631560330172e-07,"chr17",6358159,"17"
"LL0000001594",578.309169233664,1.17576760702676,0.23694681643094,4.96215827980726,6.9714147437732e-07,0.000114635083979019,"atp2a2a",0.000114635083979019,6.9714147437732e-07,"chr8",11687230,"8"
"LL0000023899",25729.867796749,0.644375650824363,0.129969745306593,4.95788961734369,7.12630300629288e-07,0.000116188935201753,"rpl13",0.000116188935201753,7.12630300629288e-07,"chr7",67467614,"7"
"LL0000023989",34461.8581758021,0.635624703748799,0.128345245819414,4.95246005951124,7.32811006590384e-07,0.000118475218115903,"rps3",0.000118475218115903,7.32811006590384e-07,"chr18",3038172,"18"
"LL0000025060",248.042390553078,1.15377058287001,0.233115264706834,4.9493566383179,7.44591994223363e-07,0.000119376711473861,"si:ch211-133n4.6",0.000119376711473861,7.44591994223363e-07,"chr19",3186668,"19"
"LL0000019022",230.018163930498,1.10238543477101,0.22337785066885,4.93507047126738,8.01218247899146e-07,0.000127393701415964,"mid1ip1a",0.000127393701415964,8.01218247899146e-07,"chr9",30263189,"9"
"LL0000001930",381.821489958082,0.575239494614539,0.116771151145924,4.92621241607601,8.38388550685447e-07,0.000131216653948996,"bloc1s6",0.000131216653948996,8.38388550685447e-07,"chr18",5505998,"18"
"LL0000029936",261.632928798459,0.942708330935678,0.191370405216144,4.92609256834114,8.3890266831574e-07,0.000131216653948996,"tagln2",0.000131216653948996,8.3890266831574e-07,"chr5",37087622,"5"
"LL0000033980",92.6507479096856,-1.60361505008232,0.326466307395357,-4.91203843629815,9.0134377677325e-07,0.000139284968604854,"XLOC_014349",0.000139284968604854,9.0134377677325e-07,NA,NA,NA
"LL0000020506",37.2947911399914,-2.0023251127918,0.40780503674433,-4.91000584195124,9.10736797521971e-07,0.000139284968604854,"npas4l",0.000139284968604854,9.10736797521971e-07,"chr13",52006944,"13"
"LL0000001193",14611.6108011587,0.746747552718072,0.152096680063749,4.90969002351059,9.12204690691389e-07,0.000139284968604854,"apoeb",0.000139284968604854,9.12204690691389e-07,"chr16",23960777,"16"
"LL0000023975",102667.714460697,0.729142045088732,0.149099870804162,4.89029293691633,1.00686024173015e-06,0.000152527434572019,"rps2",0.000152527434572019,1.00686024173015e-06,"chr3",18398841,"3"
"LL0000011815",240.154307246284,0.900681616911615,0.184292439967888,4.8872412621405,1.0225875213701e-06,0.000153699697840932,"gstm.3",0.000153699697840932,1.0225875213701e-06,"chr8",25302171,"8"
"LL0000023965",15758.0305264148,0.610756119942993,0.125052278139401,4.88400634542747,1.03951727058467e-06,0.000155033122238592,"rps13",0.000155033122238592,1.03951727058467e-06,"chr7",27041365,"7"
"LL0000001214",721.147009715836,0.830840894754237,0.170293980924259,4.87886236639078,1.06699485609791e-06,0.000157112158436411,"aqp3a",0.000157112158436411,1.06699485609791e-06,"chr5",43006421,"5"
"LL0000004960",66.5706006065177,1.3731056836234,0.28146950172873,4.87834623357081,1.06979015308331e-06,0.000157112158436411,"cavin4a",0.000157112158436411,1.06979015308331e-06,"chr2",42191591,"2"
"LL0000012295",600.146748913634,0.827167495969031,0.16976409361238,4.87245258033003,1.10221316842531e-06,0.000160647569297989,"hpdb",0.000160647569297989,1.10221316842531e-06,"chr8",34731981,"8"
"LL0000029568",899.851819553613,1.11230661937508,0.228381253518378,4.87039370455846,1.11376104525282e-06,0.000161110140974579,"stm",0.000161110140974579,1.11376104525282e-06,"chr19",3137514,"19"
"LL0000009403",28744.8899912653,0.578408533902765,0.118837883122812,4.86720664070574,1.13186664601495e-06,0.000162144655470934,"eef1g",0.000162144655470934,1.13186664601495e-06,"chr14",26719739,"14"
"LL0000000522",6910.80308254691,0.968644059955405,0.199056423770015,4.86617835089087,1.1377685164809e-06,0.000162144655470934,"ak1",0.000162144655470934,1.1377685164809e-06,"chr5",71699873,"5"
"LL0000011530",295.461172896308,0.756179121845749,0.156326683394407,4.83717242268829,1.31699178978662e-06,0.000186305919439006,"gpa33a",0.000186305919439006,1.31699178978662e-06,NA,NA,NA
"LL0000010201",203.890217335211,-0.958716948253589,0.198286030666494,-4.83502012235092,1.33132167372401e-06,0.000186958377231943,"fbxo21",0.000186958377231943,1.33132167372401e-06,"chr5",11812053,"5"
